pos,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
-50,x,3,0,12,0,,,,,30.682876499951817,,30.6676693999907,30.682876499951817,31.666128300013952,31.666128300013952,31.666128300013952,31.666128300013952,31.68268560001161,32.68259670003317,32.68259670003317,33.067251799977385,x,1,0.382271199952811,None,JC,001,2023-10-15_14h53.28.531,tutorial4,2023.2.2,59.82775590252981,2023-10-15 14h53.41.261315 +0530,
150,v,3,1,13,1,,,,,33.082246499951,,33.06880220002495,33.082246499951,34.08174049993977,34.08174049993977,34.08174049993977,34.08174049993977,34.08174049993977,35.081594399991445,35.081594399991445,35.4839925999986,v,1,0.40040649997536093,None,JC,001,2023-10-15_14h53.28.531,tutorial4,2023.2.2,59.82775590252981,2023-10-15 14h53.41.261315 +0530,
50,c,3,2,14,2,,,,,35.4983056000201,,35.48594749998301,35.4983056000201,36.4978487000335,36.4978487000335,36.4978487000335,36.4978487000335,36.4978487000335,37.49773139995523,37.49773139995523,37.76593250001315,c,1,0.261086400016211,None,JC,001,2023-10-15_14h53.28.531,tutorial4,2023.2.2,59.82775590252981,2023-10-15 14h53.41.261315 +0530,
-150,z,3,3,15,3,,,,,37.780953599954955,,37.76775560004171,37.780953599954955,38.7806891000364,38.7806891000364,38.7806891000364,38.7806891000364,38.7806891000364,39.78052949998528,39.78052949998528,39.91506140003912,z,1,0.13266869995277375,None,JC,001,2023-10-15_14h53.28.531,tutorial4,2023.2.2,59.82775590252981,2023-10-15 14h53.41.261315 +0530,
-50,x,4,0,16,0,,,,,39.930490499944426,,39.91661469999235,39.930490499944426,40.92981390003115,40.92981390003115,40.92981390003115,40.92981390003115,40.92981390003115,41.92979429999832,41.92979429999832,42.34788369992748,x,1,0.4017019000602886,None,JC,001,2023-10-15_14h53.28.531,tutorial4,2023.2.2,59.82775590252981,2023-10-15 14h53.41.261315 +0530,
150,v,4,1,17,1,,,,,42.36303719994612,,42.34950679994654,42.36303719994612,43.363173599937,43.363173599937,43.363173599937,43.363173599937,43.363173599937,44.36253709997982,44.36253709997982,44.680377800017595,v,1,0.30069489998277277,None,JC,001,2023-10-15_14h53.28.531,tutorial4,2023.2.2,59.82775590252981,2023-10-15 14h53.41.261315 +0530,
50,c,4,2,18,2,,,,,44.695783799979836,,44.68184360000305,44.695783799979836,45.69555900001433,45.69555900001433,45.69555900001433,45.69555900001433,45.69555900001433,46.69522180000786,46.69522180000786,47.06260489998385,c,1,0.3534269999945536,None,JC,001,2023-10-15_14h53.28.531,tutorial4,2023.2.2,59.82775590252981,2023-10-15 14h53.41.261315 +0530,
-150,z,4,3,19,3,,,,,47.07844610000029,,47.064011999988,47.07844610000029,48.07810199994128,48.07810199994128,48.07810199994128,48.07810199994128,48.07810199994128,49.07795459998306,49.07795459998306,49.44598820002284,z,1,0.35273980000056326,None,JC,001,2023-10-15_14h53.28.531,tutorial4,2023.2.2,59.82775590252981,2023-10-15 14h53.41.261315 +0530,
-50,x,5,0,20,0,,,,,49.46135669993237,,49.447934499941766,49.46135669993237,50.46079779998399,50.46079779998399,50.46079779998399,50.46079779998399,50.46079779998399,51.460522199980915,51.460522199980915,51.91188739996869,x,1,0.4375705999555066,None,JC,001,2023-10-15_14h53.28.531,tutorial4,2023.2.2,59.82775590252981,2023-10-15 14h53.41.261315 +0530,
150,v,5,1,21,1,,,,,51.927430500043556,,51.913607500027865,51.927430500043556,52.92722740001045,52.92722740001045,52.92722740001045,52.92722740001045,52.92722740001045,53.92653459997382,53.92653459997382,54.24449900002219,v,1,0.3043799999868497,None,JC,001,2023-10-15_14h53.28.531,tutorial4,2023.2.2,59.82775590252981,2023-10-15 14h53.41.261315 +0530,
50,c,5,2,22,2,,,,,54.259799999999814,,54.24613949994091,54.259799999999814,55.259959299932234,55.259959299932234,55.259959299932234,55.259959299932234,55.259959299932234,56.25944709999021,56.25944709999021,56.54370839998592,c,1,0.27555730007588863,None,JC,001,2023-10-15_14h53.28.531,tutorial4,2023.2.2,59.82775590252981,2023-10-15 14h53.41.261315 +0530,
-150,z,5,3,23,3,,,,,56.55925859999843,,56.54509589995723,56.55925859999843,57.5590499000391,57.5590499000391,57.5590499000391,57.5590499000391,57.5590499000391,58.558877200004645,58.558877200004645,58.843161599943414,z,1,0.2782383000012487,None,JC,001,2023-10-15_14h53.28.531,tutorial4,2023.2.2,59.82775590252981,2023-10-15 14h53.41.261315 +0530,
-50,x,6,0,24,0,,,,,58.85852729994804,,58.8448311999673,58.85852729994804,59.85830520000309,59.85830520000309,59.85830520000309,59.85830520000309,59.85830520000309,60.85808149992954,60.85808149992954,61.376632099971175,x,1,0.5064479000866413,None,JC,001,2023-10-15_14h53.28.531,tutorial4,2023.2.2,59.82775590252981,2023-10-15 14h53.41.261315 +0530,
150,v,6,1,25,1,,,,,61.391199599951506,,61.3793316000374,61.391199599951506,62.39087420003489,62.39087420003489,62.39087420003489,62.39087420003489,62.39087420003489,63.39088800002355,63.39088800002355,63.441648999927565,v,1,0.03876480006147176,None,JC,001,2023-10-15_14h53.28.531,tutorial4,2023.2.2,59.82775590252981,2023-10-15 14h53.41.261315 +0530,
50,c,6,2,26,2,,,,,63.45712639996782,,63.44296539993957,63.45712639996782,64.4572521999944,64.4572521999944,64.4572521999944,64.4572521999944,64.4572521999944,65.45689110003877,65.45689110003877,65.74145199998748,c,1,0.2715103999944404,None,JC,001,2023-10-15_14h53.28.531,tutorial4,2023.2.2,59.82775590252981,2023-10-15 14h53.41.261315 +0530,
-150,z,6,3,27,3,,,,,65.75674330000766,,65.74306240002625,65.75674330000766,66.7562450999394,66.7562450999394,66.7562450999394,66.7562450999394,66.7562450999394,67.7562608999433,67.7562608999433,67.89102400001138,z,1,0.1260777999414131,None,JC,001,2023-10-15_14h53.28.531,tutorial4,2023.2.2,59.82775590252981,2023-10-15 14h53.41.261315 +0530,
-50,x,7,0,28,0,,,,,67.90610170003492,,67.89263599994592,67.90610170003492,68.90573210001457,68.90573210001457,68.90573210001457,68.90573210001457,68.90573210001457,69.90577329997905,69.90577329997905,70.72277919994667,x,1,0.8067646999843419,None,JC,001,2023-10-15_14h53.28.531,tutorial4,2023.2.2,59.82775590252981,2023-10-15 14h53.41.261315 +0530,
